variant,gfp_rfu,replicate,experiment,log_gfp,prob_inactive,post_log_gfp_mu,post_log_gfp_sig,post_score
Variant 45,361.0,2,2,2.5575072019056577,0.7090833333333333,2.6888920263760494,0.29370295706400723,-0.07107592652196737
Variant 46,384.0,2,2,2.584331224367531,0.6765,2.7515056382796925,0.19319557786274125,-0.038834808777028225
Variant 47,324.0,2,2,2.510545010206612,0.76775,2.663038367321173,0.267430450809336,-0.08438854083031536
Variant 48,591.0,2,2,2.7715874808812555,0.6193333333333333,2.795264024185622,0.08629270871397063,-0.016302659146486504
Variant 49,3773.0,2,2,3.5766868052009957,0.19008333333333333,3.1137990207234414,0.42402231858109357,0.14771797497799324
Variant 50,358.0,2,2,2.5538830266438746,0.8446666666666667,2.648042805132175,0.18198827466971534,-0.09211008366242449
Variant 51,327.0,2,2,2.514547752660286,0.9103333333333333,2.5780007494433135,0.18659355565152783,-0.12817626952688782
Variant 52,527.0,2,2,2.7218106152125467,0.6624166666666667,2.6969154673564573,0.39045671728758186,-0.06694448133769988
Variant 53,391.0,2,2,2.5921767573958667,0.5761666666666667,2.77035644852835,0.35009129365068714,-0.029128114428365194
Variant 54,374.0,2,2,2.5728716022004803,0.6499166666666667,2.7657502591498924,0.1837262891978617,-0.03149994204845018
Variant 55,352.0,2,2,2.546542663478131,0.7775,2.6687395560828753,0.2503325740930948,-0.08145287408687554
Variant 56,329.0,2,2,2.5171958979499744,0.8944166666666666,2.540442745812791,0.24937916162967724,-0.14751570675948206
Variant 57,391.0,2,2,2.5921767573958667,0.70025,2.7192952250200104,0.2504644534227892,-0.0554206548086662
Variant 58,525.0,2,2,2.720159303405957,0.6939166666666666,2.765875072090748,0.10702985174040627,-0.03143567313630998
Variant 59,441.0,2,2,2.6444385894678386,0.5905,2.800606455163318,0.14891330722976098,-0.013551724629864523
Variant 62,548.0,2,2,2.738780558484369,0.6298333333333334,2.728117293231689,0.38541249227848273,-0.050877979001937045
Variant 63,402.0,2,2,2.60422605308447,0.594,2.7758734341996365,0.25439223661949895,-0.026287297883572657
Variant 64,284.0,2,2,2.4533183400470375,0.7253333333333334,2.7207301669063315,0.2131927383994789,-0.054681771858019305
Variant 66,356.0,2,2,2.5514499979728753,0.80775,2.633974968298451,0.25736882293889773,-0.09935392042543822
Variant 67,243.0,2,2,2.385606273598312,0.8368333333333333,2.6343520643772282,0.2203844498483617,-0.0991597454096969
Variant 70,308.0,2,2,2.4885507165004443,0.8206666666666667,2.6490813729174594,0.21496488501552616,-0.09157530240267243
Variant 71,320.0,2,2,2.505149978319906,0.79625,2.6501671067353914,0.23533936906038427,-0.09101623432147825
Variant 72,216.0,2,2,2.3344537511509307,0.8850833333333333,2.562225878964629,0.24352311223787523,-0.13629909523605033
Variant 74,591.0,2,2,2.7715874808812555,0.6676666666666666,2.7148967265595276,0.3264952994606613,-0.05768553783415907
Variant 75,359.0,2,2,2.5550944485783194,0.6860833333333334,2.7083371211496803,0.30576277910790267,-0.06106322207803708
Variant 76,378.0,2,2,2.5774917998372255,0.6940833333333334,2.7192275514702633,0.25937028444853744,-0.055455501399036565
Variant 77,329.0,2,2,2.5171958979499744,0.8480833333333333,2.65811571261033,0.17048292152110114,-0.0869233233692018
Variant 78,316.0,2,2,2.499687082618404,0.8703333333333333,2.645636726971052,0.1603042979650298,-0.09334902591376235
Variant 79,405.0,2,2,2.6074550232146687,0.733,2.669201895649542,0.300205228513951,-0.08121480533546764
Variant 80,322.0,2,2,2.507855871695831,0.8293333333333334,2.666046526683512,0.1721248514998585,-0.0828395738046473
Variant 81,180.0,2,2,2.255272505103306,0.8829166666666667,2.567901546670776,0.24702744645341154,-0.13337656984210483
Variant 82,425.0,2,2,2.6283889300503116,0.5720833333333334,2.790222883822893,0.2739733875216517,-0.018898452538083664
Variant 83,435.0,2,2,2.6384892569546374,0.7535,2.6225270469437496,0.3895062336944208,-0.10524870542681675
Variant 84,459.0,2,2,2.661812685537261,0.7220833333333333,2.692787316643064,0.2634243484959799,-0.06907015639736895
Variant 85,317.0,2,2,2.5010592622177517,0.95325,2.582574956029918,0.1065598326942386,-0.12582091054559555
Variant 86,309.0,2,2,2.4899584794248346,0.9778333333333333,2.4745539966267645,0.12561591205176875,-0.18144326429829014
Variant 87,307.0,2,2,2.4871383754771865,0.7561666666666667,2.673723710974229,0.2767119636788887,-0.0788864237604122
Variant 88,383.0,2,2,2.583198773968623,0.7421666666666666,2.6945495392555356,0.2520219492061612,-0.06816274944520441
Variant 89,197.0,2,2,2.294466226161593,0.95425,2.4233848095722355,0.22790214964510933,-0.20779139746902478
Variant 90,487.0,2,2,2.6875289612146345,0.6134166666666667,2.770711469410863,0.21318890100071014,-0.02894530641382953
Variant 91,447.0,2,2,2.6503075231319366,0.7106666666666667,2.6990373277934214,0.2793332259764916,-0.06585188900663026
Variant 92,539.0,2,2,2.7315887651867388,0.774,2.7073528825834736,0.16615241558837412,-0.0615700280350391
Variant 93,651.0,2,2,2.813580988568192,0.6898333333333333,2.7427363930237205,0.18278024502667473,-0.043350284888950014
Variant 94,197.0,2,2,2.294466226161593,0.7701666666666667,2.6222814969928696,0.3558398245011601,-0.10537514446519661
Variant 95,367.0,2,2,2.5646660642520893,0.7210833333333333,2.718979105483125,0.23225092856601176,-0.0555834316698044
Variant 96,369.0,2,2,2.56702636615906,0.81675,2.632077637795632,0.24005068677969912,-0.10033089738432359
Variant 97,398.0,2,2,2.5998830720736876,0.779,2.6754902841686556,0.22244056151707167,-0.07797677659847864
Variant 98,1696.0,2,2,3.229425847920695,0.030666666666666665,3.1367625199964326,0.1237153627365356,0.15954238282457617
wt,62006.0,3,2,4.792433715962996,0.0,4.768966697270746,0.0912140793033594,1.0
Variant 0,395.0,3,2,2.59659709562646,0.838,2.6127545289076175,0.25322602338210554,-0.11028078862866673
Variant 1,389.0,3,2,2.5899496013257077,0.7563333333333333,2.642673087610017,0.3218679716400795,-0.09487506861737945
Variant 2,566.0,3,2,2.7528164311882715,0.8070833333333334,2.63988323184133,0.25140457650660264,-0.09631162634971496
Variant 3,363.0,3,2,2.5599066250361124,0.8441666666666666,2.5940019934894725,0.2714629189637384,-0.11993687911843094
Variant 4,517.0,3,2,2.7134905430939424,0.6380833333333333,2.753898004798258,0.2547747677311115,-0.0376029269502327
Variant 5,707.0,3,2,2.8494194137968996,0.48983333333333334,2.83355123585098,0.2305291861628717,0.003412263246552982
Variant 6,539.0,3,2,2.7315887651867388,0.5941666666666666,2.798002664941989,0.12404822738433077,-0.014892473143752815
Variant 7,616.0,3,2,2.7895807121644256,0.6153333333333333,2.7777602855590686,0.1795388245962593,-0.02531571686473177
Variant 8,376.0,3,2,2.575187844927661,0.5646666666666667,2.7929298171509074,0.32048753244769174,-0.017504593383455797
Variant 9,420.0,3,2,2.6232492903979003,0.799,2.6366585638279876,0.27248998883029313,-0.0979720784135011
Variant 10,417.0,3,2,2.6201360549737576,0.9650833333333333,2.498705137921364,0.15207994661786892,-0.16900731360833265
Variant 11,456.0,3,2,2.658964842664435,0.7991666666666667,2.6790049791917974,0.18920357120007184,-0.07616698328623449
Variant 12,180.0,3,2,2.255272505103306,0.7065,2.6618601657753485,0.3959348202691623,-0.08499522256630355
Variant 13,1074.0,3,2,3.0310042813635367,0.44825,2.8540181077602393,0.21352987568962425,0.013951103077618904
Variant 14,336.0,3,2,2.526339277389844,0.7875833333333333,2.702541591427081,0.1602503636194307,-0.06404746704490091
Variant 15,1263.0,3,2,3.101403350555331,0.57575,2.7848823925020723,0.30587575482186224,-0.021648388282972247
Variant 16,428.0,3,2,2.6314437690131722,0.8681666666666666,2.637350509836039,0.17473382563427467,-0.09761578028533927
Variant 17,355.0,3,2,2.550228353055094,0.8056666666666666,2.6212374887607632,0.2858649376250144,-0.10591272712996648
Variant 18,434.0,3,2,2.637489729512511,0.9591666666666666,2.561530244100491,0.12133725776860843,-0.13665729283686395
Variant 19,376.0,3,2,2.575187844927661,0.87975,2.606797817611101,0.1986376638960414,-0.11334802951199338
Variant 20,185.0,3,2,2.2671717284030137,0.8171666666666667,2.552401387027604,0.37206398290717446,-0.14135794093582055
Variant 21,484.0,3,2,2.6848453616444123,0.74475,2.6825797633780253,0.25320294355510137,-0.07432624875013573
Variant 22,1545.0,3,2,3.1889284837608534,0.3705,2.8885550430762814,0.23467081073162083,0.03173492618284805
Variant 23,1118.0,3,2,3.0484418035504044,0.6471666666666667,2.750007272619987,0.2561336767396634,-0.03960635001527972
Variant 24,2944.0,3,2,3.4689378056654614,0.26508333333333334,2.9719204743433996,0.2665389371876874,0.07466160943308234
Variant 25,382.0,3,2,2.582063362911709,0.7375,2.729289766728407,0.17344951009187384,-0.05027424676367092
Variant 26,359.0,3,2,2.5550944485783194,0.8835,2.6704587733494924,0.10558054308139346,-0.08056761152755477
Variant 27,400.0,3,2,2.6020599913279625,0.8049166666666666,2.6053444914988964,0.31390040980078565,-0.11409637890249794
Variant 28,490.0,3,2,2.690196080028514,0.7503333333333333,2.6196188317145017,0.3684087219311136,-0.10674620903319074
Variant 29,378.0,3,2,2.5774917998372255,0.6081666666666666,2.7442933571025696,0.3558741490030448,-0.04254857004349333
Variant 30,375.0,3,2,2.574031267727719,0.82825,2.6783828645834302,0.16020166240219214,-0.07648732369991448
Variant 31,414.0,3,2,2.617000341120899,0.6206666666666667,2.7802089060575628,0.17755076009831464,-0.024054868633741476
Variant 32,1995.0,3,2,3.299942900022767,0.3355,2.943687432943522,0.3612140006805401,0.060123799132791575
Variant 33,343.0,3,2,2.5352941200427703,0.81,2.6857547886326536,0.16527218246773667,-0.07269135882819415
Variant 34,739.0,3,2,2.8686444383948255,0.41,2.8545799854154636,0.09105239256923008,0.014240426167112855
Variant 35,436.0,3,2,2.639486489268586,0.7750833333333333,2.662373096968493,0.25854529115859687,-0.08473110308029351
Variant 36,158.0,3,2,2.1986570869544226,0.7235,2.647461151726788,0.3731632527450182,-0.09240958971805165
Variant 37,375.0,3,2,2.574031267727719,0.6751666666666667,2.7142368635388343,0.29547056799856425,-0.05802531573067212
Variant 38,334.0,3,2,2.5237464668115646,0.82575,2.670258526038303,0.17761601135273702,-0.08067072324626694
Variant 39,448.0,3,2,2.651278013998144,0.8455,2.73122467763621,0.04658142951911964,-0.04927791883260632
Variant 40,422.0,3,2,2.625312450961674,0.8163333333333334,2.6452107558416187,0.23393489149321378,-0.0935683677616841
Variant 41,367.0,3,2,2.5646660642520893,0.8135833333333333,2.726932291752756,0.08521857884515098,-0.05148816217215569
Variant 42,352.0,3,2,2.546542663478131,0.8125833333333333,2.6817692129069206,0.18600432539561432,-0.07474361890947613
Variant 43,492.0,3,2,2.69196510276736,0.7515833333333334,2.724684577849819,0.1538237398677034,-0.05264555920449824
Variant 44,401.0,3,2,2.603144372620182,0.6404166666666666,2.7190174879490243,0.37017797327305163,-0.055563667698923645
Variant 45,379.0,3,2,2.578639209968072,0.7090833333333333,2.6888920263760494,0.29370295706400723,-0.07107592652196737
Variant 46,352.0,3,2,2.546542663478131,0.6765,2.7515056382796925,0.19319557786274125,-0.038834808777028225
Variant 47,171.0,3,2,2.2329961103921536,0.76775,2.663038367321173,0.267430450809336,-0.08438854083031536
Variant 48,527.0,3,2,2.7218106152125467,0.6193333333333333,2.795264024185622,0.08629270871397063,-0.016302659146486504
Variant 49,2498.0,3,2,3.3975924340381165,0.19008333333333333,3.1137990207234414,0.42402231858109357,0.14771797497799324
Variant 50,341.0,3,2,2.5327543789924976,0.8446666666666667,2.648042805132175,0.18198827466971534,-0.09211008366242449
Variant 51,351.0,3,2,2.545307116465824,0.9103333333333333,2.5780007494433135,0.18659355565152783,-0.12817626952688782
Variant 52,368.0,3,2,2.5658478186735176,0.6624166666666667,2.6969154673564573,0.39045671728758186,-0.06694448133769988
Variant 53,387.0,3,2,2.5877109650189114,0.5761666666666667,2.77035644852835,0.35009129365068714,-0.029128114428365194
Variant 54,382.0,3,2,2.582063362911709,0.6499166666666667,2.7657502591498924,0.1837262891978617,-0.03149994204845018
Variant 55,193.0,3,2,2.285557309007774,0.7775,2.6687395560828753,0.2503325740930948,-0.08145287408687554
Variant 56,385.0,3,2,2.5854607295085006,0.8944166666666666,2.540442745812791,0.24937916162967724,-0.14751570675948206
Variant 57,228.0,3,2,2.357934847000454,0.70025,2.7192952250200104,0.2504644534227892,-0.0554206548086662
Variant 58,360.0,3,2,2.5563025007672873,0.6939166666666666,2.765875072090748,0.10702985174040627,-0.03143567313630998
Variant 59,542.0,3,2,2.733999286538387,0.5905,2.800606455163318,0.14891330722976098,-0.013551724629864523
Variant 62,399.0,3,2,2.6009728956867484,0.6298333333333334,2.728117293231689,0.38541249227848273,-0.050877979001937045
Variant 63,436.0,3,2,2.639486489268586,0.594,2.7758734341996365,0.25439223661949895,-0.026287297883572657
Variant 64,411.0,3,2,2.6138418218760693,0.7253333333333334,2.7207301669063315,0.2131927383994789,-0.054681771858019305
Variant 66,154.0,3,2,2.187520720836463,0.80775,2.633974968298451,0.25736882293889773,-0.09935392042543822
Variant 67,332.0,3,2,2.5211380837040362,0.8368333333333333,2.6343520643772282,0.2203844498483617,-0.0991597454096969
Variant 70,303.0,3,2,2.481442628502305,0.8206666666666667,2.6490813729174594,0.21496488501552616,-0.09157530240267243
Variant 71,345.0,3,2,2.537819095073274,0.79625,2.6501671067353914,0.23533936906038427,-0.09101623432147825
Variant 72,244.0,3,2,2.387389826338729,0.8850833333333333,2.562225878964629,0.24352311223787523,-0.13629909523605033
Variant 74,157.0,3,2,2.1958996524092336,0.6676666666666666,2.7148967265595276,0.3264952994606613,-0.05768553783415907
Variant 75,395.0,3,2,2.59659709562646,0.6860833333333334,2.7083371211496803,0.30576277910790267,-0.06106322207803708
Variant 76,395.0,3,2,2.59659709562646,0.6940833333333334,2.7192275514702633,0.25937028444853744,-0.055455501399036565
Variant 77,337.0,3,2,2.5276299008713385,0.8480833333333333,2.65811571261033,0.17048292152110114,-0.0869233233692018
Variant 78,323.0,3,2,2.509202522331103,0.8703333333333333,2.645636726971052,0.1603042979650298,-0.09334902591376235
Variant 79,207.0,3,2,2.315970345456918,0.733,2.669201895649542,0.300205228513951,-0.08121480533546764
Variant 80,383.0,3,2,2.583198773968623,0.8293333333333334,2.666046526683512,0.1721248514998585,-0.0828395738046473
Variant 81,199.0,3,2,2.298853076409707,0.8829166666666667,2.567901546670776,0.24702744645341154,-0.13337656984210483
Variant 82,195.0,3,2,2.290034611362518,0.5720833333333334,2.790222883822893,0.2739733875216517,-0.018898452538083664
Variant 83,185.0,3,2,2.2671717284030137,0.7535,2.6225270469437496,0.3895062336944208,-0.10524870542681675
Variant 84,300.0,3,2,2.4771212547196626,0.7220833333333333,2.692787316643064,0.2634243484959799,-0.06907015639736895
Variant 85,300.0,3,2,2.4771212547196626,0.95325,2.582574956029918,0.1065598326942386,-0.12582091054559555
Variant 86,323.0,3,2,2.509202522331103,0.9778333333333333,2.4745539966267645,0.12561591205176875,-0.18144326429829014
Variant 87,166.0,3,2,2.220108088040055,0.7561666666666667,2.673723710974229,0.2767119636788887,-0.0788864237604122
Variant 88,199.0,3,2,2.298853076409707,0.7421666666666666,2.6945495392555356,0.2520219492061612,-0.06816274944520441
Variant 89,148.0,3,2,2.1702617153949575,0.95425,2.4233848095722355,0.22790214964510933,-0.20779139746902478
Variant 90,769.0,3,2,2.885926339801431,0.6134166666666667,2.770711469410863,0.21318890100071014,-0.02894530641382953
Variant 91,212.0,3,2,2.326335860928751,0.7106666666666667,2.6990373277934214,0.2793332259764916,-0.06585188900663026
Variant 92,313.0,3,2,2.4955443375464483,0.774,2.7073528825834736,0.16615241558837412,-0.0615700280350391
Variant 93,381.0,3,2,2.5809249756756194,0.6898333333333333,2.7427363930237205,0.18278024502667473,-0.043350284888950014
Variant 94,333.0,3,2,2.5224442335063197,0.7701666666666667,2.6222814969928696,0.3558398245011601,-0.10537514446519661
Variant 95,229.0,3,2,2.359835482339888,0.7210833333333333,2.718979105483125,0.23225092856601176,-0.0555834316698044
Variant 96,214.0,3,2,2.330413773349191,0.81675,2.632077637795632,0.24005068677969912,-0.10033089738432359
Variant 97,235.0,3,2,2.3710678622717363,0.779,2.6754902841686556,0.22244056151707167,-0.07797677659847864
Variant 98,871.0,3,2,2.9400181550076634,0.030666666666666665,3.1367625199964326,0.1237153627365356,0.15954238282457617
No T7,570.0,1,3,2.7558748556724915,0.5009166666666667,2.8269244765579877,0.10260607679453998,0.0
wt,61698.0,1,3,4.790271086188157,0.0,4.768966697270746,0.0912140793033594,1.0
Variant 0,1238.0,1,3,3.0927206446840994,0.838,2.6127545289076175,0.25322602338210554,-0.11028078862866673
Variant 1,570.0,1,3,2.7558748556724915,0.7563333333333333,2.642673087610017,0.3218679716400795,-0.09487506861737945
Variant 2,316.0,1,3,2.499687082618404,0.8070833333333334,2.63988323184133,0.25140457650660264,-0.09631162634971496
Variant 3,505.0,1,3,2.7032913781186614,0.8441666666666666,2.5940019934894725,0.2714629189637384,-0.11993687911843094
Variant 4,873.0,1,3,2.9410142437055695,0.6380833333333333,2.753898004798258,0.2547747677311115,-0.0376029269502327
Variant 5,1256.0,1,3,3.0989896394011773,0.48983333333333334,2.83355123585098,0.2305291861628717,0.003412263246552982
Variant 6,541.0,1,3,2.7331972651065692,0.5941666666666666,2.798002664941989,0.12404822738433077,-0.014892473143752815
Variant 7,554.0,1,3,2.74350976472843,0.6153333333333333,2.7777602855590686,0.1795388245962593,-0.02531571686473177
Variant 8,467.0,1,3,2.6693168805661123,0.5646666666666667,2.7929298171509074,0.32048753244769174,-0.017504593383455797
Variant 9,548.0,1,3,2.738780558484369,0.799,2.6366585638279876,0.27248998883029313,-0.0979720784135011
Variant 10,285.0,1,3,2.45484486000851,0.9650833333333333,2.498705137921364,0.15207994661786892,-0.16900731360833265
Variant 11,486.0,1,3,2.6866362692622934,0.7991666666666667,2.6790049791917974,0.18920357120007184,-0.07616698328623449
Variant 12,707.0,1,3,2.8494194137968996,0.7065,2.6618601657753485,0.3959348202691623,-0.08499522256630355
Variant 13,1011.0,1,3,3.004751155591001,0.44825,2.8540181077602393,0.21352987568962425,0.013951103077618904
Variant 14,698.0,1,3,2.843855422623161,0.7875833333333333,2.702541591427081,0.1602503636194307,-0.06404746704490091
Variant 15,330.0,1,3,2.5185139398778875,0.57575,2.7848823925020723,0.30587575482186224,-0.021648388282972247
Variant 16,274.0,1,3,2.437750562820388,0.8681666666666666,2.637350509836039,0.17473382563427467,-0.09761578028533927
Variant 17,547.0,1,3,2.737987326333431,0.8056666666666666,2.6212374887607632,0.2858649376250144,-0.10591272712996648
Variant 18,269.0,1,3,2.429752280002408,0.9591666666666666,2.561530244100491,0.12133725776860843,-0.13665729283686395
Variant 19,446.0,1,3,2.649334858712142,0.87975,2.606797817611101,0.1986376638960414,-0.11334802951199338
Variant 20,372.0,1,3,2.5705429398818973,0.8171666666666667,2.552401387027604,0.37206398290717446,-0.14135794093582055
Variant 21,577.0,1,3,2.7611758131557314,0.74475,2.6825797633780253,0.25320294355510137,-0.07432624875013573
Variant 22,607.0,1,3,2.7831886910752575,0.3705,2.8885550430762814,0.23467081073162083,0.03173492618284805
Variant 23,362.0,1,3,2.558708570533166,0.6471666666666667,2.750007272619987,0.2561336767396634,-0.03960635001527972
Variant 24,625.0,1,3,2.7958800173440754,0.26508333333333334,2.9719204743433996,0.2665389371876874,0.07466160943308234
Variant 25,530.0,1,3,2.724275869600789,0.7375,2.729289766728407,0.17344951009187384,-0.05027424676367092
Variant 26,518.0,1,3,2.714329759745233,0.8835,2.6704587733494924,0.10558054308139346,-0.08056761152755477
Variant 27,500.0,1,3,2.6989700043360187,0.8049166666666666,2.6053444914988964,0.31390040980078565,-0.11409637890249794
Variant 28,651.0,1,3,2.813580988568192,0.7503333333333333,2.6196188317145017,0.3684087219311136,-0.10674620903319074
Variant 29,655.0,1,3,2.816241299991783,0.6081666666666666,2.7442933571025696,0.3558741490030448,-0.04254857004349333
Variant 30,622.0,1,3,2.7937903846908188,0.82825,2.6783828645834302,0.16020166240219214,-0.07648732369991448
Variant 31,824.0,1,3,2.9159272116971158,0.6206666666666667,2.7802089060575628,0.17755076009831464,-0.024054868633741476
Variant 32,404.0,1,3,2.606381365110605,0.3355,2.943687432943522,0.3612140006805401,0.060123799132791575
Variant 33,550.0,1,3,2.7403626894942437,0.81,2.6857547886326536,0.16527218246773667,-0.07269135882819415
Variant 34,642.0,1,3,2.807535028068853,0.41,2.8545799854154636,0.09105239256923008,0.014240426167112855
Variant 35,575.0,1,3,2.7596678446896306,0.7750833333333333,2.662373096968493,0.25854529115859687,-0.08473110308029351
Variant 36,694.0,1,3,2.841359470454855,0.7235,2.647461151726788,0.3731632527450182,-0.09240958971805165
Variant 37,905.0,1,3,2.9566485792052033,0.6751666666666667,2.7142368635388343,0.29547056799856425,-0.05802531573067212
Variant 38,632.0,1,3,2.800717078282385,0.82575,2.670258526038303,0.17761601135273702,-0.08067072324626694
Variant 39,576.0,1,3,2.760422483423212,0.8455,2.73122467763621,0.04658142951911964,-0.04927791883260632
Variant 40,224.0,1,3,2.3502480183341627,0.8163333333333334,2.6452107558416187,0.23393489149321378,-0.0935683677616841
Variant 41,601.0,1,3,2.7788744720027396,0.8135833333333333,2.726932291752756,0.08521857884515098,-0.05148816217215569
Variant 42,540.0,1,3,2.7323937598229686,0.8125833333333333,2.6817692129069206,0.18600432539561432,-0.07474361890947613
Variant 43,631.0,1,3,2.8000293592441343,0.7515833333333334,2.724684577849819,0.1538237398677034,-0.05264555920449824
Variant 44,697.0,1,3,2.8432327780980096,0.6404166666666666,2.7190174879490243,0.37017797327305163,-0.055563667698923645
Variant 45,514.0,1,3,2.710963118995276,0.7090833333333333,2.6888920263760494,0.29370295706400723,-0.07107592652196737
Variant 46,668.0,1,3,2.824776462475546,0.6765,2.7515056382796925,0.19319557786274125,-0.038834808777028225
Variant 47,845.0,1,3,2.926856708949692,0.76775,2.663038367321173,0.267430450809336,-0.08438854083031536
Variant 48,544.0,1,3,2.73559889969818,0.6193333333333333,2.795264024185622,0.08629270871397063,-0.016302659146486504
Variant 49,825.0,1,3,2.916453948549925,0.19008333333333333,3.1137990207234414,0.42402231858109357,0.14771797497799324
Variant 50,551.0,1,3,2.741151598851785,0.8446666666666667,2.648042805132175,0.18198827466971534,-0.09211008366242449
Variant 51,401.0,1,3,2.603144372620182,0.9103333333333333,2.5780007494433135,0.18659355565152783,-0.12817626952688782
Variant 52,636.0,1,3,2.803457115648414,0.6624166666666667,2.6969154673564573,0.39045671728758186,-0.06694448133769988
Variant 53,666.0,1,3,2.823474229170301,0.5761666666666667,2.77035644852835,0.35009129365068714,-0.029128114428365194
Variant 54,673.0,1,3,2.828015064223977,0.6499166666666667,2.7657502591498924,0.1837262891978617,-0.03149994204845018
Variant 55,603.0,1,3,2.780317312140151,0.7775,2.6687395560828753,0.2503325740930948,-0.08145287408687554
Variant 56,190.0,1,3,2.278753600952829,0.8944166666666666,2.540442745812791,0.24937916162967724,-0.14751570675948206
Variant 57,643.0,1,3,2.808210972924222,0.70025,2.7192952250200104,0.2504644534227892,-0.0554206548086662
Variant 58,656.0,1,3,2.8169038393756605,0.6939166666666666,2.765875072090748,0.10702985174040627,-0.03143567313630998
Variant 59,658.0,1,3,2.8182258936139557,0.5905,2.800606455163318,0.14891330722976098,-0.013551724629864523
Variant 62,756.0,1,3,2.8785217955012063,0.6298333333333334,2.728117293231689,0.38541249227848273,-0.050877979001937045
Variant 63,729.0,1,3,2.8627275283179747,0.594,2.7758734341996365,0.25439223661949895,-0.026287297883572657
Variant 64,672.0,1,3,2.8273692730538253,0.7253333333333334,2.7207301669063315,0.2131927383994789,-0.054681771858019305
Variant 66,598.0,1,3,2.776701183988411,0.80775,2.633974968298451,0.25736882293889773,-0.09935392042543822
Variant 67,537.0,1,3,2.7299742856995555,0.8368333333333333,2.6343520643772282,0.2203844498483617,-0.0991597454096969
Variant 70,598.0,1,3,2.776701183988411,0.8206666666666667,2.6490813729174594,0.21496488501552616,-0.09157530240267243
Variant 71,571.0,1,3,2.756636108245848,0.79625,2.6501671067353914,0.23533936906038427,-0.09101623432147825
Variant 72,474.0,1,3,2.6757783416740852,0.8850833333333333,2.562225878964629,0.24352311223787523,-0.13629909523605033
Variant 74,578.0,1,3,2.761927838420529,0.6676666666666666,2.7148967265595276,0.3264952994606613,-0.05768553783415907
