variant,gfp_rfu,replicate,experiment,log_gfp,prob_inactive,post_log_gfp_mu,post_log_gfp_sig,post_score
Variant 75,863.0,1,3,2.9360107957152097,0.6860833333333334,2.7083371211496803,0.30576277910790267,-0.06106322207803708
Variant 76,1027.0,1,3,3.0115704435972783,0.6940833333333334,2.7192275514702633,0.25937028444853744,-0.055455501399036565
Variant 77,570.0,1,3,2.7558748556724915,0.8480833333333333,2.65811571261033,0.17048292152110114,-0.0869233233692018
Variant 78,497.0,1,3,2.696356388733332,0.8703333333333333,2.645636726971052,0.1603042979650298,-0.09334902591376235
Variant 79,587.0,1,3,2.7686381012476144,0.733,2.669201895649542,0.300205228513951,-0.08121480533546764
Variant 80,526.0,1,3,2.7209857441537393,0.8293333333333334,2.666046526683512,0.1721248514998585,-0.0828395738046473
Variant 81,533.0,1,3,2.7267272090265724,0.8829166666666667,2.567901546670776,0.24702744645341154,-0.13337656984210483
Variant 82,909.0,1,3,2.9585638832219674,0.5720833333333334,2.790222883822893,0.2739733875216517,-0.018898452538083664
Variant 83,282.0,1,3,2.450249108319361,0.7535,2.6225270469437496,0.3895062336944208,-0.10524870542681675
Variant 84,990.0,1,3,2.99563519459755,0.7220833333333333,2.692787316643064,0.2634243484959799,-0.06907015639736895
Variant 85,459.0,1,3,2.661812685537261,0.95325,2.582574956029918,0.1065598326942386,-0.12582091054559555
Variant 86,324.0,1,3,2.510545010206612,0.9778333333333333,2.4745539966267645,0.12561591205176875,-0.18144326429829014
Variant 87,552.0,1,3,2.741939077729199,0.7561666666666667,2.673723710974229,0.2767119636788887,-0.0788864237604122
Variant 88,624.0,1,3,2.795184589682424,0.7421666666666666,2.6945495392555356,0.2520219492061612,-0.06816274944520441
Variant 89,301.0,1,3,2.4785664955938436,0.95425,2.4233848095722355,0.22790214964510933,-0.20779139746902478
Variant 90,695.0,1,3,2.8419848045901137,0.6134166666666667,2.770711469410863,0.21318890100071014,-0.02894530641382953
Variant 91,444.0,1,3,2.6473829701146196,0.7106666666666667,2.6990373277934214,0.2793332259764916,-0.06585188900663026
Variant 92,603.0,1,3,2.780317312140151,0.774,2.7073528825834736,0.16615241558837412,-0.0615700280350391
Variant 93,651.0,1,3,2.813580988568192,0.6898333333333333,2.7427363930237205,0.18278024502667473,-0.043350284888950014
Variant 94,508.0,1,3,2.7058637122839193,0.7701666666666667,2.6222814969928696,0.3558398245011601,-0.10537514446519661
Variant 95,581.0,1,3,2.7641761323903307,0.7210833333333333,2.718979105483125,0.23225092856601176,-0.0555834316698044
Variant 96,474.0,1,3,2.6757783416740852,0.81675,2.632077637795632,0.24005068677969912,-0.10033089738432359
Variant 97,644.0,1,3,2.808885867359812,0.779,2.6754902841686556,0.22244056151707167,-0.07797677659847864
Variant 98,1508.0,1,3,3.178401341533755,0.030666666666666665,3.1367625199964326,0.1237153627365356,0.15954238282457617
No T7,820.0,2,3,2.9138138523837167,0.5009166666666667,2.8269244765579877,0.10260607679453998,0.0
wt,61839.0,2,3,4.791262457980233,0.0,4.768966697270746,0.0912140793033594,1.0
Variant 0,517.0,2,3,2.7134905430939424,0.838,2.6127545289076175,0.25322602338210554,-0.11028078862866673
Variant 1,1279.0,2,3,3.106870544478654,0.7563333333333333,2.642673087610017,0.3218679716400795,-0.09487506861737945
Variant 2,793.0,2,3,2.8992731873176036,0.8070833333333334,2.63988323184133,0.25140457650660264,-0.09631162634971496
Variant 3,1346.0,2,3,3.1290450598879582,0.8441666666666666,2.5940019934894725,0.2714629189637384,-0.11993687911843094
Variant 4,672.0,2,3,2.8273692730538253,0.6380833333333333,2.753898004798258,0.2547747677311115,-0.0376029269502327
Variant 5,482.0,2,3,2.6830470382388496,0.48983333333333334,2.83355123585098,0.2305291861628717,0.003412263246552982
Variant 6,541.0,2,3,2.7331972651065692,0.5941666666666666,2.798002664941989,0.12404822738433077,-0.014892473143752815
Variant 7,554.0,2,3,2.74350976472843,0.6153333333333333,2.7777602855590686,0.1795388245962593,-0.02531571686473177
Variant 8,467.0,2,3,2.6693168805661123,0.5646666666666667,2.7929298171509074,0.32048753244769174,-0.017504593383455797
Variant 9,548.0,2,3,2.738780558484369,0.799,2.6366585638279876,0.27248998883029313,-0.0979720784135011
Variant 10,285.0,2,3,2.45484486000851,0.9650833333333333,2.498705137921364,0.15207994661786892,-0.16900731360833265
Variant 11,595.0,2,3,2.7745169657285498,0.7991666666666667,2.6790049791917974,0.18920357120007184,-0.07616698328623449
Variant 12,459.0,2,3,2.661812685537261,0.7065,2.6618601657753485,0.3959348202691623,-0.08499522256630355
Variant 13,570.0,2,3,2.7558748556724915,0.44825,2.8540181077602393,0.21352987568962425,0.013951103077618904
Variant 14,698.0,2,3,2.843855422623161,0.7875833333333333,2.702541591427081,0.1602503636194307,-0.06404746704490091
Variant 15,330.0,2,3,2.5185139398778875,0.57575,2.7848823925020723,0.30587575482186224,-0.021648388282972247
Variant 16,274.0,2,3,2.437750562820388,0.8681666666666666,2.637350509836039,0.17473382563427467,-0.09761578028533927
Variant 17,547.0,2,3,2.737987326333431,0.8056666666666666,2.6212374887607632,0.2858649376250144,-0.10591272712996648
Variant 18,269.0,2,3,2.429752280002408,0.9591666666666666,2.561530244100491,0.12133725776860843,-0.13665729283686395
Variant 19,811.0,2,3,2.909020854211156,0.87975,2.606797817611101,0.1986376638960414,-0.11334802951199338
Variant 20,157.0,2,3,2.1958996524092336,0.8171666666666667,2.552401387027604,0.37206398290717446,-0.14135794093582055
Variant 21,443.0,2,3,2.6464037262230695,0.74475,2.6825797633780253,0.25320294355510137,-0.07432624875013573
Variant 22,607.0,2,3,2.7831886910752575,0.3705,2.8885550430762814,0.23467081073162083,0.03173492618284805
Variant 23,362.0,2,3,2.558708570533166,0.6471666666666667,2.750007272619987,0.2561336767396634,-0.03960635001527972
Variant 24,625.0,2,3,2.7958800173440754,0.26508333333333334,2.9719204743433996,0.2665389371876874,0.07466160943308234
Variant 25,530.0,2,3,2.724275869600789,0.7375,2.729289766728407,0.17344951009187384,-0.05027424676367092
Variant 26,518.0,2,3,2.714329759745233,0.8835,2.6704587733494924,0.10558054308139346,-0.08056761152755477
Variant 27,1062.0,2,3,3.0261245167454502,0.8049166666666666,2.6053444914988964,0.31390040980078565,-0.11409637890249794
Variant 28,202.0,2,3,2.305351369446624,0.7503333333333333,2.6196188317145017,0.3684087219311136,-0.10674620903319074
Variant 29,545.0,2,3,2.7363965022766426,0.6081666666666666,2.7442933571025696,0.3558741490030448,-0.04254857004349333
Variant 30,622.0,2,3,2.7937903846908188,0.82825,2.6783828645834302,0.16020166240219214,-0.07648732369991448
Variant 31,824.0,2,3,2.9159272116971158,0.6206666666666667,2.7802089060575628,0.17755076009831464,-0.024054868633741476
Variant 32,404.0,2,3,2.606381365110605,0.3355,2.943687432943522,0.3612140006805401,0.060123799132791575
Variant 33,550.0,2,3,2.7403626894942437,0.81,2.6857547886326536,0.16527218246773667,-0.07269135882819415
Variant 34,642.0,2,3,2.807535028068853,0.41,2.8545799854154636,0.09105239256923008,0.014240426167112855
Variant 35,570.0,2,3,2.7558748556724915,0.7750833333333333,2.662373096968493,0.25854529115859687,-0.08473110308029351
Variant 36,223.0,2,3,2.3483048630481607,0.7235,2.647461151726788,0.3731632527450182,-0.09240958971805165
Variant 37,482.0,2,3,2.6830470382388496,0.6751666666666667,2.7142368635388343,0.29547056799856425,-0.05802531573067212
Variant 38,632.0,2,3,2.800717078282385,0.82575,2.670258526038303,0.17761601135273702,-0.08067072324626694
Variant 39,576.0,2,3,2.760422483423212,0.8455,2.73122467763621,0.04658142951911964,-0.04927791883260632
Variant 40,224.0,2,3,2.3502480183341627,0.8163333333333334,2.6452107558416187,0.23393489149321378,-0.0935683677616841
Variant 41,601.0,2,3,2.7788744720027396,0.8135833333333333,2.726932291752756,0.08521857884515098,-0.05148816217215569
Variant 42,540.0,2,3,2.7323937598229686,0.8125833333333333,2.6817692129069206,0.18600432539561432,-0.07474361890947613
Variant 43,561.0,2,3,2.7489628612561616,0.7515833333333334,2.724684577849819,0.1538237398677034,-0.05264555920449824
Variant 44,312.0,2,3,2.494154594018443,0.6404166666666666,2.7190174879490243,0.37017797327305163,-0.055563667698923645
Variant 45,476.0,2,3,2.677606952720493,0.7090833333333333,2.6888920263760494,0.29370295706400723,-0.07107592652196737
Variant 46,668.0,2,3,2.824776462475546,0.6765,2.7515056382796925,0.19319557786274125,-0.038834808777028225
Variant 47,845.0,2,3,2.926856708949692,0.76775,2.663038367321173,0.267430450809336,-0.08438854083031536
Variant 48,544.0,2,3,2.73559889969818,0.6193333333333333,2.795264024185622,0.08629270871397063,-0.016302659146486504
Variant 49,825.0,2,3,2.916453948549925,0.19008333333333333,3.1137990207234414,0.42402231858109357,0.14771797497799324
Variant 50,551.0,2,3,2.741151598851785,0.8446666666666667,2.648042805132175,0.18198827466971534,-0.09211008366242449
Variant 51,382.0,2,3,2.582063362911709,0.9103333333333333,2.5780007494433135,0.18659355565152783,-0.12817626952688782
Variant 52,310.0,2,3,2.4913616938342726,0.6624166666666667,2.6969154673564573,0.39045671728758186,-0.06694448133769988
Variant 53,553.0,2,3,2.7427251313046983,0.5761666666666667,2.77035644852835,0.35009129365068714,-0.029128114428365194
Variant 54,673.0,2,3,2.828015064223977,0.6499166666666667,2.7657502591498924,0.1837262891978617,-0.03149994204845018
Variant 55,603.0,2,3,2.780317312140151,0.7775,2.6687395560828753,0.2503325740930948,-0.08145287408687554
Variant 56,190.0,2,3,2.278753600952829,0.8944166666666666,2.540442745812791,0.24937916162967724,-0.14751570675948206
Variant 57,643.0,2,3,2.808210972924222,0.70025,2.7192952250200104,0.2504644534227892,-0.0554206548086662
Variant 58,656.0,2,3,2.8169038393756605,0.6939166666666666,2.765875072090748,0.10702985174040627,-0.03143567313630998
Variant 59,622.0,2,3,2.7937903846908188,0.5905,2.800606455163318,0.14891330722976098,-0.013551724629864523
Variant 62,569.0,2,3,2.7551122663950713,0.6298333333333334,2.728117293231689,0.38541249227848273,-0.050877979001937045
Variant 63,627.0,2,3,2.7972675408307164,0.594,2.7758734341996365,0.25439223661949895,-0.026287297883572657
Variant 64,672.0,2,3,2.8273692730538253,0.7253333333333334,2.7207301669063315,0.2131927383994789,-0.054681771858019305
Variant 66,598.0,2,3,2.776701183988411,0.80775,2.633974968298451,0.25736882293889773,-0.09935392042543822
Variant 67,537.0,2,3,2.7299742856995555,0.8368333333333333,2.6343520643772282,0.2203844498483617,-0.0991597454096969
Variant 70,598.0,2,3,2.776701183988411,0.8206666666666667,2.6490813729174594,0.21496488501552616,-0.09157530240267243
Variant 71,571.0,2,3,2.756636108245848,0.79625,2.6501671067353914,0.23533936906038427,-0.09101623432147825
Variant 72,456.0,2,3,2.658964842664435,0.8850833333333333,2.562225878964629,0.24352311223787523,-0.13629909523605033
Variant 74,889.0,2,3,2.9489017609702137,0.6676666666666666,2.7148967265595276,0.3264952994606613,-0.05768553783415907
Variant 75,506.0,2,3,2.7041505168397992,0.6860833333333334,2.7083371211496803,0.30576277910790267,-0.06106322207803708
Variant 76,1027.0,2,3,3.0115704435972783,0.6940833333333334,2.7192275514702633,0.25937028444853744,-0.055455501399036565
Variant 77,570.0,2,3,2.7558748556724915,0.8480833333333333,2.65811571261033,0.17048292152110114,-0.0869233233692018
Variant 78,497.0,2,3,2.696356388733332,0.8703333333333333,2.645636726971052,0.1603042979650298,-0.09334902591376235
Variant 79,587.0,2,3,2.7686381012476144,0.733,2.669201895649542,0.300205228513951,-0.08121480533546764
Variant 80,526.0,2,3,2.7209857441537393,0.8293333333333334,2.666046526683512,0.1721248514998585,-0.0828395738046473
Variant 81,433.0,2,3,2.6364878963533656,0.8829166666666667,2.567901546670776,0.24702744645341154,-0.13337656984210483
Variant 82,785.0,2,3,2.8948696567452528,0.5720833333333334,2.790222883822893,0.2739733875216517,-0.018898452538083664
Variant 83,469.0,2,3,2.6711728427150834,0.7535,2.6225270469437496,0.3895062336944208,-0.10524870542681675
Variant 84,990.0,2,3,2.99563519459755,0.7220833333333333,2.692787316643064,0.2634243484959799,-0.06907015639736895
Variant 85,459.0,2,3,2.661812685537261,0.95325,2.582574956029918,0.1065598326942386,-0.12582091054559555
Variant 86,324.0,2,3,2.510545010206612,0.9778333333333333,2.4745539966267645,0.12561591205176875,-0.18144326429829014
Variant 87,552.0,2,3,2.741939077729199,0.7561666666666667,2.673723710974229,0.2767119636788887,-0.0788864237604122
Variant 88,624.0,2,3,2.795184589682424,0.7421666666666666,2.6945495392555356,0.2520219492061612,-0.06816274944520441
Variant 89,312.0,2,3,2.494154594018443,0.95425,2.4233848095722355,0.22790214964510933,-0.20779139746902478
Variant 90,588.0,2,3,2.7693773260761385,0.6134166666666667,2.770711469410863,0.21318890100071014,-0.02894530641382953
Variant 91,541.0,2,3,2.7331972651065692,0.7106666666666667,2.6990373277934214,0.2793332259764916,-0.06585188900663026
Variant 92,603.0,2,3,2.780317312140151,0.774,2.7073528825834736,0.16615241558837412,-0.0615700280350391
Variant 93,651.0,2,3,2.813580988568192,0.6898333333333333,2.7427363930237205,0.18278024502667473,-0.043350284888950014
Variant 94,508.0,2,3,2.7058637122839193,0.7701666666666667,2.6222814969928696,0.3558398245011601,-0.10537514446519661
Variant 95,581.0,2,3,2.7641761323903307,0.7210833333333333,2.718979105483125,0.23225092856601176,-0.0555834316698044
Variant 96,474.0,2,3,2.6757783416740852,0.81675,2.632077637795632,0.24005068677969912,-0.10033089738432359
Variant 97,634.0,2,3,2.802089257881733,0.779,2.6754902841686556,0.22244056151707167,-0.07797677659847864
Variant 98,1568.0,2,3,3.1953460583484197,0.030666666666666665,3.1367625199964326,0.1237153627365356,0.15954238282457617
No T7,626.0,3,3,2.7965743332104296,0.5009166666666667,2.8269244765579877,0.10260607679453998,0.0
wt,62253.0,3,3,4.794160285118006,0.0,4.768966697270746,0.0912140793033594,1.0
Variant 0,534.0,3,3,2.727541257028556,0.838,2.6127545289076175,0.25322602338210554,-0.11028078862866673
Variant 1,329.0,3,3,2.5171958979499744,0.7563333333333333,2.642673087610017,0.3218679716400795,-0.09487506861737945
Variant 2,501.0,3,3,2.699837725867246,0.8070833333333334,2.63988323184133,0.25140457650660264,-0.09631162634971496
Variant 3,494.0,3,3,2.693726948923647,0.8441666666666666,2.5940019934894725,0.2714629189637384,-0.11993687911843094
Variant 4,770.0,3,3,2.886490725172482,0.6380833333333333,2.753898004798258,0.2547747677311115,-0.0376029269502327
Variant 5,1262.0,3,3,3.1010593549081156,0.48983333333333334,2.83355123585098,0.2305291861628717,0.003412263246552982
Variant 6,708.0,3,3,2.850033257689769,0.5941666666666666,2.798002664941989,0.12404822738433077,-0.014892473143752815
Variant 7,1404.0,3,3,3.1473671077937864,0.6153333333333333,2.7777602855590686,0.1795388245962593,-0.02531571686473177
Variant 8,693.0,3,3,2.8407332346118066,0.5646666666666667,2.7929298171509074,0.32048753244769174,-0.017504593383455797
Variant 9,733.0,3,3,2.8651039746411278,0.799,2.6366585638279876,0.27248998883029313,-0.0979720784135011
Variant 10,569.0,3,3,2.7551122663950713,0.9650833333333333,2.498705137921364,0.15207994661786892,-0.16900731360833265
Variant 11,757.0,3,3,2.8790958795000727,0.7991666666666667,2.6790049791917974,0.18920357120007184,-0.07616698328623449
Variant 12,1076.0,3,3,3.0318122713303706,0.7065,2.6618601657753485,0.3959348202691623,-0.08499522256630355
Variant 13,651.0,3,3,2.813580988568192,0.44825,2.8540181077602393,0.21352987568962425,0.013951103077618904
Variant 14,612.0,3,3,2.7867514221455614,0.7875833333333333,2.702541591427081,0.1602503636194307,-0.06404746704490091
Variant 15,656.0,3,3,2.8169038393756605,0.57575,2.7848823925020723,0.30587575482186224,-0.021648388282972247
Variant 16,469.0,3,3,2.6711728427150834,0.8681666666666666,2.637350509836039,0.17473382563427467,-0.09761578028533927
Variant 17,340.0,3,3,2.531478917042255,0.8056666666666666,2.6212374887607632,0.2858649376250144,-0.10591272712996648
Variant 18,536.0,3,3,2.72916478969277,0.9591666666666666,2.561530244100491,0.12133725776860843,-0.13665729283686395
Variant 19,474.0,3,3,2.6757783416740852,0.87975,2.606797817611101,0.1986376638960414,-0.11334802951199338
Variant 20,605.0,3,3,2.781755374652469,0.8171666666666667,2.552401387027604,0.37206398290717446,-0.14135794093582055
Variant 21,479.0,3,3,2.680335513414563,0.74475,2.6825797633780253,0.25320294355510137,-0.07432624875013573
Variant 22,585.0,3,3,2.7671558660821804,0.3705,2.8885550430762814,0.23467081073162083,0.03173492618284805
Variant 23,507.0,3,3,2.705007959333336,0.6471666666666667,2.750007272619987,0.2561336767396634,-0.03960635001527972
Variant 24,513.0,3,3,2.7101173651118162,0.26508333333333334,2.9719204743433996,0.2665389371876874,0.07466160943308234
Variant 25,565.0,3,3,2.7520484478194387,0.7375,2.729289766728407,0.17344951009187384,-0.05027424676367092
Variant 26,557.0,3,3,2.745855195173729,0.8835,2.6704587733494924,0.10558054308139346,-0.08056761152755477
Variant 27,457.0,3,3,2.6599162000698504,0.8049166666666666,2.6053444914988964,0.31390040980078565,-0.11409637890249794
Variant 28,592.0,3,3,2.77232170672292,0.7503333333333333,2.6196188317145017,0.3684087219311136,-0.10674620903319074
Variant 29,649.0,3,3,2.812244696800369,0.6081666666666666,2.7442933571025696,0.3558741490030448,-0.04254857004349333
Variant 30,633.0,3,3,2.801403710017355,0.82825,2.6783828645834302,0.16020166240219214,-0.07648732369991448
Variant 31,845.0,3,3,2.926856708949692,0.6206666666666667,2.7802089060575628,0.17755076009831464,-0.024054868633741476
Variant 32,733.0,3,3,2.8651039746411278,0.3355,2.943687432943522,0.3612140006805401,0.060123799132791575
Variant 33,545.0,3,3,2.7363965022766426,0.81,2.6857547886326536,0.16527218246773667,-0.07269135882819415
Variant 34,1030.0,3,3,3.012837224705172,0.41,2.8545799854154636,0.09105239256923008,0.014240426167112855
Variant 35,710.0,3,3,2.8512583487190755,0.7750833333333333,2.662373096968493,0.25854529115859687,-0.08473110308029351
Variant 36,655.0,3,3,2.816241299991783,0.7235,2.647461151726788,0.3731632527450182,-0.09240958971805165
Variant 37,503.0,3,3,2.7015679850559273,0.6751666666666667,2.7142368635388343,0.29547056799856425,-0.05802531573067212
Variant 38,535.0,3,3,2.7283537820212285,0.82575,2.670258526038303,0.17761601135273702,-0.08067072324626694
Variant 39,564.0,3,3,2.751279103983342,0.8455,2.73122467763621,0.04658142951911964,-0.04927791883260632
Variant 40,628.0,3,3,2.797959643737196,0.8163333333333334,2.6452107558416187,0.23393489149321378,-0.0935683677616841
Variant 41,587.0,3,3,2.7686381012476144,0.8135833333333333,2.726932291752756,0.08521857884515098,-0.05148816217215569
Variant 42,529.0,3,3,2.7234556720351857,0.8125833333333333,2.6817692129069206,0.18600432539561432,-0.07474361890947613
Variant 43,678.0,3,3,2.8312296938670634,0.7515833333333334,2.724684577849819,0.1538237398677034,-0.05264555920449824
Variant 44,676.0,3,3,2.829946695941636,0.6404166666666666,2.7190174879490243,0.37017797327305163,-0.055563667698923645
Variant 45,506.0,3,3,2.7041505168397992,0.7090833333333333,2.6888920263760494,0.29370295706400723,-0.07107592652196737
Variant 46,614.0,3,3,2.788168371141168,0.6765,2.7515056382796925,0.19319557786274125,-0.038834808777028225
Variant 47,357.0,3,3,2.552668216112193,0.76775,2.663038367321173,0.267430450809336,-0.08438854083031536
Variant 48,856.0,3,3,2.932473764677153,0.6193333333333333,2.795264024185622,0.08629270871397063,-0.016302659146486504
Variant 49,661.0,3,3,2.82020145948564,0.19008333333333333,3.1137990207234414,0.42402231858109357,0.14771797497799324
Variant 50,575.0,3,3,2.7596678446896306,0.8446666666666667,2.648042805132175,0.18198827466971534,-0.09211008366242449
Variant 51,438.0,3,3,2.6414741105040997,0.9103333333333333,2.5780007494433135,0.18659355565152783,-0.12817626952688782
Variant 52,829.0,3,3,2.9185545305502734,0.6624166666666667,2.6969154673564573,0.39045671728758186,-0.06694448133769988
Variant 53,378.0,3,3,2.5774917998372255,0.5761666666666667,2.77035644852835,0.35009129365068714,-0.029128114428365194
Variant 54,913.0,3,3,2.960470777534299,0.6499166666666667,2.7657502591498924,0.1837262891978617,-0.03149994204845018
Variant 55,310.0,3,3,2.4913616938342726,0.7775,2.6687395560828753,0.2503325740930948,-0.08145287408687554
Variant 56,273.0,3,3,2.436162647040756,0.8944166666666666,2.540442745812791,0.24937916162967724,-0.14751570675948206
Variant 57,954.0,3,3,2.979548374704095,0.70025,2.7192952250200104,0.2504644534227892,-0.0554206548086662
Variant 58,593.0,3,3,2.7730546933642626,0.6939166666666666,2.765875072090748,0.10702985174040627,-0.03143567313630998
Variant 59,839.0,3,3,2.9237619608287004,0.5905,2.800606455163318,0.14891330722976098,-0.013551724629864523
Variant 62,674.0,3,3,2.82865989653532,0.6298333333333334,2.728117293231689,0.38541249227848273,-0.050877979001937045
Variant 63,412.0,3,3,2.6148972160331345,0.594,2.7758734341996365,0.25439223661949895,-0.026287297883572657
Variant 64,671.0,3,3,2.826722520168992,0.7253333333333334,2.7207301669063315,0.2131927383994789,-0.054681771858019305
Variant 66,325.0,3,3,2.5118833609788744,0.80775,2.633974968298451,0.25736882293889773,-0.09935392042543822
Variant 67,334.0,3,3,2.5237464668115646,0.8368333333333333,2.6343520643772282,0.2203844498483617,-0.0991597454096969
Variant 70,592.0,3,3,2.77232170672292,0.8206666666666667,2.6490813729174594,0.21496488501552616,-0.09157530240267243
Variant 71,691.0,3,3,2.8394780473741985,0.79625,2.6501671067353914,0.23533936906038427,-0.09101623432147825
Variant 72,523.0,3,3,2.718501688867274,0.8850833333333333,2.562225878964629,0.24352311223787523,-0.13629909523605033
Variant 74,597.0,3,3,2.775974331129369,0.6676666666666666,2.7148967265595276,0.3264952994606613,-0.05768553783415907
Variant 75,243.0,3,3,2.385606273598312,0.6860833333333334,2.7083371211496803,0.30576277910790267,-0.06106322207803708
Variant 76,397.0,3,3,2.598790506763115,0.6940833333333334,2.7192275514702633,0.25937028444853744,-0.055455501399036565
Variant 77,295.0,3,3,2.469822015978163,0.8480833333333333,2.65811571261033,0.17048292152110114,-0.0869233233692018
Variant 78,333.0,3,3,2.5224442335063197,0.8703333333333333,2.645636726971052,0.1603042979650298,-0.09334902591376235
Variant 79,668.0,3,3,2.824776462475546,0.733,2.669201895649542,0.300205228513951,-0.08121480533546764
Variant 80,608.0,3,3,2.783903579272735,0.8293333333333334,2.666046526683512,0.1721248514998585,-0.0828395738046473
Variant 81,539.0,3,3,2.7315887651867388,0.8829166666666667,2.567901546670776,0.24702744645341154,-0.13337656984210483
Variant 82,825.0,3,3,2.916453948549925,0.5720833333333334,2.790222883822893,0.2739733875216517,-0.018898452538083664
Variant 83,237.0,3,3,2.374748346010104,0.7535,2.6225270469437496,0.3895062336944208,-0.10524870542681675
Variant 84,330.0,3,3,2.5185139398778875,0.7220833333333333,2.692787316643064,0.2634243484959799,-0.06907015639736895
Variant 85,302.0,3,3,2.4800069429571505,0.95325,2.582574956029918,0.1065598326942386,-0.12582091054559555
Variant 86,169.0,3,3,2.2278867046136734,0.9778333333333333,2.4745539966267645,0.12561591205176875,-0.18144326429829014
Variant 87,522.0,3,3,2.717670503002262,0.7561666666666667,2.673723710974229,0.2767119636788887,-0.0788864237604122
Variant 88,709.0,3,3,2.8506462351830666,0.7421666666666666,2.6945495392555356,0.2520219492061612,-0.06816274944520441
Variant 89,256.0,3,3,2.4082399653118496,0.95425,2.4233848095722355,0.22790214964510933,-0.20779139746902478
Variant 90,316.0,3,3,2.499687082618404,0.6134166666666667,2.770711469410863,0.21318890100071014,-0.02894530641382953
Variant 91,409.0,3,3,2.611723308007342,0.7106666666666667,2.6990373277934214,0.2793332259764916,-0.06585188900663026
Variant 92,298.0,3,3,2.4742162640762553,0.774,2.7073528825834736,0.16615241558837412,-0.0615700280350391
Variant 93,271.0,3,3,2.432969290874406,0.6898333333333333,2.7427363930237205,0.18278024502667473,-0.043350284888950014
Variant 94,163.0,3,3,2.2121876044039577,0.7701666666666667,2.6222814969928696,0.3558398245011601,-0.10537514446519661
Variant 95,584.0,3,3,2.7664128471123997,0.7210833333333333,2.718979105483125,0.23225092856601176,-0.0555834316698044
Variant 96,298.0,3,3,2.4742162640762553,0.81675,2.632077637795632,0.24005068677969912,-0.10033089738432359
Variant 97,810.0,3,3,2.90848501887865,0.779,2.6754902841686556,0.22244056151707167,-0.07797677659847864
Variant 98,1187.0,3,3,3.074450718954591,0.030666666666666665,3.1367625199964326,0.1237153627365356,0.15954238282457617
